XX,YY,ZZ,T,B,S
1.0526838589202925,0.6340877052036444,0.45588731268921084,3034.4333168650783,2.0,2.0
0.2972277201749906,-0.06587658540546348,-0.40850759983295876,3194.769801688411,2.0,2.0
0.21966311285302068,0.2985592697639335,-0.45380234711876616,3097.475437117841,2.0,2.0
-0.3611476045959796,-0.4568072268438799,-0.22800696908989215,3037.5727035310974,2.0,2.0
0.09272716518728719,0.3293459609841269,0.9757846154592635,3139.3116693531697,2.0,2.0
-0.1839468434529223,-0.2699234611540317,0.7914913384239213,2933.148848134734,2.0,2.0
-0.7903162254188174,2.6900970215806836,1.4340688680494147,2936.5563632830003,2.0,2.0
0.04496517169272228,0.5156592691625975,0.015492597999298564,3178.063055066844,2.0,2.0
0.07731879646897032,-0.27830302923595845,-0.24340058580263224,2981.157842855345,2.0,2.0
0.40897674047038124,-0.12118746581525584,1.6618879206447512,3119.039130719003,2.0,2.0
-1.5221770667160057,1.5072511904778298,-0.6928195288071822,3000.715697448966,2.0,2.0
0.3576107526058128,-0.14838973904256808,-0.7306810153822265,2891.981711262145,2.0,2.0
-0.9241871626573964,0.9369934016153838,0.38803131758147147,2990.988860265616,2.0,2.0
0.025623970969685054,-0.23629046031457118,0.47843778845381874,2874.4760320607575,2.0,2.0
-0.043639216466474694,-0.01580873209526081,0.9774624579863923,3008.4904945380113,2.0,2.0
0.6636445269693074,-0.70710039228987,-0.5952127002712537,2919.325852524765,2.0,2.0
-0.40934195287078956,-1.3160848628082187,0.0041502063535796465,3192.528712381526,2.0,2.0
0.8420508853649575,1.3137654981665436,-0.6431276174562693,3144.644751029949,2.0,2.0
0.02433537944038339,0.07640210765268944,0.07058760851648811,3029.0678621439874,2.0,2.0
1.5107867770684458,1.1906682622013083,0.6063742615815638,3036.210193413694,2.0,2.0
0.250340761433328,0.2870483285489977,0.1162443626437012,3050.61158498065,2.0,2.0
0.5289171531391006,-1.023570740257929,-1.3735337993955188,2937.6825783234176,2.0,2.0
0.46080094053638393,-0.735978645531682,-0.9122248432732476,3061.063839446571,2.0,2.0
0.8582659604401448,0.5438492872118186,-0.1341351688602369,2921.4895081724976,2.0,2.0
-0.3438950150394921,-0.26812652145251026,-0.6438780537960404,3207.1076729422207,2.0,2.0
-0.03875444852903017,0.40923446190888857,0.031904020151557126,2969.9757914964507,2.0,2.0
1.3931006219028839,1.4709655000505244,-0.6471435127685788,3054.536890085183,2.0,2.0
-0.30465586290168145,0.12920589255512194,-0.11925176532588204,3051.425433558376,2.0,2.0
0.3556360633939213,0.16868587934281448,-1.0311674821384527,2979.864997589068,2.0,2.0
0.3132693494442382,0.3536039341366475,-0.34084822591800185,2934.9067777386495,2.0,2.0
-0.36551699032303997,0.3760601294730658,0.5313294762171724,2921.352142920188,2.0,2.0
-0.3628526186460603,0.8213843585983509,-0.28153823663221433,2807.6458513808952,2.0,2.0
0.19540989121084798,-0.308557852628907,0.44388228344544806,2922.0680480217766,2.0,2.0
0.13720722096395443,1.3041342318717448,-1.0743138960256426,3057.9363985367463,2.0,2.0
-0.562820726621824,-0.09800042101940366,-1.2663741182026287,2797.513811757751,2.0,2.0
0.07171262853257726,-0.6803770357304868,1.17754372168294,3149.9336359171134,2.0,2.0
0.17594768260865837,-0.6471065787398984,0.6625040315986364,2987.399168598066,2.0,2.0
0.6466274848061521,-0.06803959201970909,-0.9100838691388947,3027.2350233253405,2.0,2.0
0.4537514113121334,0.26792064741124955,-0.15581294538530235,2824.859987572998,2.0,2.0
0.12411759978115712,0.16108559156641689,0.524504709667824,3041.129623453618,2.0,2.0
-0.6272970630343508,-1.418301915494548,-0.6371469013993813,3078.9796411387456,2.0,2.0
-1.7951062920024279,1.292882113904899,1.145881041894903,3087.3386185162076,2.0,2.0
1.1340757227632663,0.5782442501465249,0.07362218250299077,2951.0699482444693,2.0,2.0
0.13883672166554462,0.5236090885104333,0.1344972019698265,3202.363423487608,2.0,2.0
0.39496620244465525,-0.24515229089647042,-0.52078827804303,3080.2088695511675,2.0,2.0
0.24694833043136444,0.5052175181287276,0.7006204323094118,2834.0518672304406,2.0,2.0
0.5413499260317294,0.8926165522491124,-0.5825992861958693,3019.726144692908,2.0,2.0
-2.7500096568599437,0.6221908298682072,0.8346507665670317,3035.936209605619,2.0,2.0
-0.7436564147526652,-0.29902999426394017,-0.8496593401058649,2951.683837158942,2.0,2.0
-0.4623358557760154,0.5187221355919377,-0.1169194425572937,2922.823726907095,2.0,2.0
0.670624609963972,1.1861960548570314,-0.6322887904774454,3124.26161838771,2.0,2.0
1.111934118800753,2.094241852583899,-0.8299831481309531,3076.996782185183,2.0,2.0
-0.010866495136075929,0.5327837904900399,0.4528542475551914,3098.7063516778508,2.0,2.0
0.14198290994579896,-1.765395841972205,-0.2326723048303577,3131.837264230224,2.0,2.0
0.06289985931158056,-0.7255008161688534,0.4963483252132875,3051.8010451987448,2.0,2.0
-0.40588874879018094,-0.8426938220675473,0.0231935117786525,3141.022250364207,2.0,2.0
0.12275955860412525,-0.09758551912712946,-0.8291625494991333,3001.2849242354982,2.0,2.0
0.05238079210453795,1.7215469256680673,-0.40249191920051186,2821.7984151730598,2.0,2.0
2.3342914346262624,-0.12136319601912979,-1.2941987502829104,2893.9677526989017,2.0,2.0
-0.46078077736420847,0.1705495489033545,0.1456371899889734,3142.829503552665,2.0,2.0
0.4770919298304129,-0.4255568498192837,-0.08666143002425232,3025.056936972082,2.0,2.0
1.0495539850271471,-0.6928647710354728,0.07637832674710313,2957.6560225593057,2.0,2.0
0.1846551664034657,0.3569681944686475,-0.37698970514683106,3136.694879588041,2.0,2.0
-0.20644165858090327,-0.8838030524293469,-0.4300584715431449,2921.702102571097,2.0,2.0
0.6710078589225875,0.44184168946737745,-0.621439003064006,2874.5034866624696,2.0,2.0
-0.027584460178875732,0.26432086017211565,-0.33856302454330206,3047.071362015444,2.0,2.0
1.4699589541829279,-1.1019064509559169,0.9574127697614208,2866.560641033473,2.0,2.0
-0.030239552063635204,0.05132725341697195,-0.849480749099815,3065.43529720006,2.0,2.0
-0.6698672379469932,1.099148774916079,-0.80776866959096,3001.071356997255,2.0,2.0
1.2637581393063255,-0.5605218051210111,-1.589792032273431,3156.1681557502798,2.0,2.0
-0.40774983206028337,0.17315114857865732,0.06355299666705799,2974.228237308937,2.0,2.0
-0.16632635797847464,-0.24969040222074412,0.00787807557101474,3009.3374580005616,2.0,2.0
0.43109723944627654,-0.36823828436199185,0.12841637969606826,3193.2809391396727,2.0,2.0
-0.029134192963889916,-0.01603595017256513,-0.5069547387387173,2916.179190337015,2.0,2.0
-0.12649681648014222,-0.22555015581046575,-0.6055788998226908,2949.591193355902,2.0,2.0
0.1952550650860095,0.33116078238005614,-0.33256041521683044,2971.2982826173275,2.0,2.0
0.6038029783321474,-0.3401077086336147,-0.8357241817874509,2866.8447310973106,2.0,2.0
0.5078134695487471,-0.061515706724552234,-0.4778894768209042,2998.18265967102,2.0,2.0
0.030896927314431097,0.3421921706976781,0.2566825843471219,3097.074001247351,2.0,2.0
0.7851373881356187,1.8362900424053517,1.3864357273451515,2791.642858081578,2.0,2.0
-0.8770585583240704,0.3263633113877919,0.2090770309918502,3007.9051675017326,2.0,2.0
-0.12216913497977933,-0.12834126828614628,-0.34734018863650984,2904.3551956337683,2.0,2.0
1.2829589607076122,0.08893852030989345,0.28676840867201325,2971.7675235005,2.0,2.0
0.6982192572772504,-0.1453104819235927,1.489677695798249,3044.418469054747,2.0,2.0
0.7147972527491628,-0.6490602140344645,0.18743044675905823,2936.149701321975,2.0,2.0
0.49529652080504133,0.8365313644170804,0.15699194041030465,2837.32565388547,2.0,2.0
-1.1279997178740773,0.8227447406085652,-0.19233950504330963,3084.6640421035295,2.0,2.0
-0.10181761938384554,-0.020650230315760704,0.325630410492079,2918.972741634378,2.0,2.0
1.2940529211656788,0.7963369969453755,2.369793437193005,3007.5719615020653,2.0,2.0
-0.42581741855856875,0.6814745498275118,-0.17879373633282372,3010.033574770201,2.0,2.0
-0.24586177518946137,1.4334354029628038,-0.6707490329046991,3026.114028837972,2.0,2.0
-0.2908683839480318,0.49491913653495617,0.5816815274656179,3009.06513708414,2.0,2.0
0.19531122184167254,-0.7742023205632714,0.466687899004048,2931.475737733892,2.0,2.0
0.4706304784734215,-0.3199053879283943,0.836419591504856,3226.699183444821,2.0,2.0
0.4383948491836853,-0.5276144153125784,0.9403181672327019,2948.2265710576985,2.0,2.0
-0.6276901442009939,-0.019848901960670566,-0.18479771886546228,3119.283762997712,2.0,2.0
0.09430796649957805,-0.18667176639404745,-0.3174617703411159,3018.4905584451953,2.0,2.0
0.029651115659118658,-0.7977825341327908,0.7978388521607508,3141.659549539057,2.0,2.0
-0.14674461620150858,-0.055401871483827685,-0.29492989822009186,2966.0498878494013,2.0,2.0
0.5947286408089087,-0.5859409386823984,0.20185064522102036,3013.281975522496,2.0,2.0
-1.1481310615617113,-1.0959959126917143,0.4404967051781704,3101.5129600716837,2.0,2.0
0.5691228854058372,-0.17313131893297884,0.2054215498664247,2910.054349280694,2.0,2.0
-0.0021956925315381993,0.28076209251767886,-0.045113637484652136,3021.700875510269,2.0,2.0
0.34395435486636616,0.26020341750765763,-0.16804919566043997,3054.875377523711,2.0,2.0
1.0094733137842105,-0.3199644466597935,1.7552456284347067,3078.861284309163,2.0,2.0
-0.26537394537107417,-0.8930000662808841,0.6082401465758521,2904.278930457976,2.0,2.0
0.3573543554748508,0.28872085383861157,-0.27318033061568164,2987.601504379706,2.0,2.0
0.5249831499977121,-1.5836460159429013,-0.07924713322303858,2976.1406648492807,2.0,2.0
0.13955362003854918,0.20605986455008957,-0.4092807541938784,3112.9452148120417,2.0,2.0
0.18545209762953704,-0.1576570899047311,0.0024102263506088233,3018.8670814147827,2.0,2.0
0.024585351251785185,0.39829495932992626,-0.11411195968056226,2998.172504377184,2.0,2.0
-0.42738017385345406,-1.1571679785040057,0.4270159200388321,3088.83307755139,2.0,2.0
0.20322606478839736,-0.898404715448454,1.3227608540901,3225.084586926027,2.0,2.0
0.17718391825817986,0.26596661430710467,0.5940068794258424,2875.231146852396,2.0,2.0
-0.03771208217263053,0.6325746713379194,-0.22887244643196422,2833.6774344407504,2.0,2.0
-0.04363754034363494,-2.2413044561483844,-0.30247689915292725,3151.3310984156174,2.0,2.0
0.660222388597154,0.29389328855709296,-0.13310854420583398,3027.929783845251,2.0,2.0
1.634505972014262,-0.658995057334261,-1.571513199879689,3055.1935521395653,2.0,2.0
-0.540678180919658,0.031180597300914242,0.0067668498197992226,3162.068794192417,2.0,2.0
-0.12162069084854245,0.07774694458754183,-0.08306623898047319,2963.685456386818,2.0,2.0
0.9015046918037082,-1.1803230794897632,-0.026290394169272296,3035.5874346573655,2.0,2.0
0.3203761661441027,-1.1694614074346612,0.09567080084598949,3030.1173311237603,2.0,2.0
-0.5500691684139034,0.05674967768029333,-0.9345128878845843,3055.2651506251414,2.0,2.0
-0.5140267603390984,-0.6445273629912042,-0.0010590573380425887,2912.4404402555024,2.0,2.0
-0.6146081634068888,0.09656705806161371,-0.2337266087527492,3007.100936730435,2.0,2.0
