XX,YY,ZZ,T,B,S
-4.065097551269422,-13.95144151148738,-6.417857030918606,2646.3969774628604,2.0,2.0
-12.087921271365516,13.697625917498288,-6.846863566662857,4795.001638430482,2.0,2.0
-20.825095324944556,12.406817069868806,-4.255893494490557,4659.746502329986,2.0,2.0
-11.287172440834345,-8.64640973662492,-8.772884520557616,3957.2300123624655,2.0,2.0
16.35886984724684,-8.13821228104781,5.632595778611067,2491.2597897317182,2.0,2.0
-2.8976980982222864,8.334948109588334,-18.305128929725008,2251.970108100157,2.0,2.0
-10.663719279896029,-2.9750760283207565,-2.905206220071419,3408.3749404081063,2.0,2.0
-1.4841010831895827,-15.41744100379122,2.7685008029005105,3333.863941671922,2.0,2.0
6.344887361817715,0.14581722104510192,1.389194204959194,2903.1919725022894,2.0,2.0
-1.7049977336652131,-4.7006954495062345,-8.74301615101147,3415.7334585700737,2.0,2.0
-13.341678038982675,2.5153442913873674,-7.640779457520956,2900.838856674721,2.0,2.0
-13.472746275658489,3.8981010888900363,-1.9790722808126058,3415.0430302092195,2.0,2.0
5.27204760621719,-1.7618811371621619,-11.229967513142512,3375.9389356480738,2.0,2.0
-2.403333738833529,-17.169485204562562,10.058657702923464,3088.75460036839,2.0,2.0
-12.070952730850326,-10.64996919501225,13.90526606274765,2300.6619978729127,2.0,2.0
-3.9847669328763735,-5.820500194066419,3.934048718883978,2599.2892034113147,2.0,2.0
15.316903990549031,4.914383291373975,4.0318616142717,4057.2476472545627,2.0,2.0
1.7290891146168346,-22.235594488168378,-2.3739894210945525,3078.997736666995,2.0,2.0
-11.730829403240067,-3.618934219527162,-3.05481124823578,2319.2622991293856,2.0,2.0
2.985571073566865,4.092921301486756,5.309677783992668,3367.0643442312576,2.0,2.0
-1.3988631968549794,-3.038252898637664,0.8829864610217416,3404.4712857723484,2.0,2.0
-3.594671010572142,-4.948593239998255,-4.211130808526521,3606.941119240415,2.0,2.0
6.812078094851005,5.222446593573668,-2.321204087799519,1893.893490400723,2.0,2.0
-2.613915530403923,3.2686914569699166,0.5489808928169089,3429.5598103580064,2.0,2.0
-5.633859995310082,10.54114448888039,4.433673283830971,3339.985177595187,2.0,2.0
-23.06285958793998,-4.383792130403021,-0.7154291995070584,2984.1557690059362,2.0,2.0
3.960150430969159,6.554558918730823,2.978874465057823,2859.552614829014,2.0,2.0
-10.859165904599864,-15.153598908701909,4.559475754360691,3021.104379107051,2.0,2.0
-15.196566041885369,12.709154190007997,1.8334224392275607,2119.5488903420314,2.0,2.0
2.2025421164712013,7.837015513418283,13.597658965178356,2729.004341520537,2.0,2.0
15.202376902563662,6.583932874861639,0.49840990464670093,3338.4794059815367,2.0,2.0
1.5977181295382286,-6.5719160962865635,-4.273777858720941,2635.953162088137,2.0,2.0
-12.411151357134326,2.103401887966916,-15.892003403298832,2573.858594269208,2.0,2.0
11.46275560751285,5.236483841299271,3.361200367772696,3863.118291918433,2.0,2.0
-23.356245103713814,4.1470570269109714,0.14112283277581814,2623.3614804059025,2.0,2.0
9.632332913745731,-5.674849885621041,6.432665338503477,3268.864773155951,2.0,2.0
-13.121618461015606,18.822808802585488,-6.045200375405632,3282.726575285151,2.0,2.0
-4.363606180198469,7.085555871112721,0.9934908435487401,2290.057615312289,2.0,2.0
18.709513138272925,10.303045725922292,4.625138997451086,3688.126619831523,2.0,2.0
19.445974007221853,-6.835433376488174,-8.256139934564466,2236.4179401861875,2.0,2.0
-4.732257902677799,0.2674960220577112,-1.1117312957314618,3625.0762742810853,2.0,2.0
13.75285196173116,-6.221308133434418,12.575093943029826,3055.1910682644316,2.0,2.0
-23.994696611684784,12.114953355357365,0.41364611888247677,2675.775103157895,2.0,2.0
7.571779477096492,0.9681024317988145,1.8219573426713047,2937.1480818782657,2.0,2.0
-7.674765971861063,-4.272595317367576,8.341466511622238,2278.638294795334,2.0,2.0
-2.5860915461184395,17.53246472425207,8.519456176265926,1791.6125857180414,2.0,2.0
-12.754403007016112,6.706272057397187,2.395500061849012,2749.2435823920496,2.0,2.0
-4.797277677728117,16.48958488175514,5.886022107069747,2119.7308583883373,2.0,2.0
7.675267715561199,-3.4706534508017644,-14.355962670782565,3453.2376711860297,2.0,2.0
-14.742901784212437,15.039989130175032,2.337755584464493,2880.1971468143524,2.0,2.0
